ExpectedPnL,AchievedPnL,TotalTrades,TPSL_Level,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
43189,33112,360,70,VeryGood,0.7666766983105034,NEW,75,60,R
41206,27258.399999999994,255,100,VeryGood,0.6615153116985018,PREV,75,60,R
