ExpectedPnL,AchievedPnL,TotalTrades,TPSL_Level,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
74445,31703.700000000008,719,30,VeryGood,0.4258674183278026,NEW,100,60,R
74445,31703.700000000008,719,30,VeryGood,0.4258674183278026,PREV,100,60,R
