ExpectedPnL,AchievedPnL,TotalTrades,TPSL_Level,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
13543,8204.399999999974,357,20,VeryGood,0.6058037317743189,NEW,100,1,R
13543,8204.399999999974,357,20,VeryGood,0.6058037317743189,PREV,100,1,R
