ExpectedPnL,AchievedPnL,TotalTrades,TPSL_Level,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
73886,51820.99999999999,750,40,VeryGood,0.7013642629167036,NEW,75,60,R
72472,52445.59999999999,845,30,VeryGood,0.7236670704221393,PREV,75,60,R
