ExpectedPnL,AchievedPnL,TotalTrades,TPSL_Level,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
17045,11086.399999999998,929,10,VeryGood,0.6504194740368465,NEW,75,1,R
17745,10251.00000000003,924,10,VeryGood,0.5776838513514592,PREV,75,1,R
