ExpectedPnL,AchievedPnL,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
84569,96489.39999999998,VeryGood,1.1409547220128475,NEW,100,60,R
78571,28256.000000000007,VeryGood,0.35962377930836603,PREV,100,60,R
