ExpectedPnL,AchievedPnL,TotalTrades,TPSL_Level,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
40515,17673.30000000001,272,100,VeryGood,0.4362162151395382,NEW,100,60,R
56503,23807.90000000001,527,50,VeryGood,0.42135638741065734,PREV,100,60,R
