ExpectedPnL,AchievedPnL,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
99469.3,52177.7,VeryGood,0.5245608438738778,NEW,75,60,C
99469.3,59328.69999999997,VeryGood,0.5964523721425076,PREV,75,60,C
