ExpectedPnL,AchievedPnL,TotalTrades,TPSL_Level,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
79033,34759.39999999998,865,30,VeryGood,0.4398086869537928,NEW,100,60,R
77561,27614.99999999999,706,50,VeryGood,0.3560423404081401,PREV,100,60,R
