ExpectedPnL,AchievedPnL,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
130338,41631.89999999996,VeryGood,0.3194149056150813,NEW,100,60,R
96811,44193.89999999999,VeryGood,0.4564966786248496,PREV,100,60,R
