ExpectedPnL,AchievedPnL,TotalTrades,TPSL_Level,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
13244,4243.000000000001,635,10,VeryGood,0.3203714865571468,NEW,100,1,R
25273,7985.6,1269,10,VeryGood,0.31597356738031274,PREV,100,1,R
