ExpectedPnL,AchievedPnL,TotalTrades,TPSL_Level,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
67470,58785.29999999994,1157,30,VeryGood,0.8712805678504799,NEW,75,15,R
103955,68456.39999999994,2143,20,VeryGood,0.658519551095647,PREV,75,15,R
