ExpectedPnL,AchievedPnL,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
95014.29999999997,46927.09999999998,VeryGood,0.49389512895017357,NEW,75,60,C
95014.29999999997,47792.49999999999,VeryGood,0.5030032316156587,PREV,75,60,C
