ExpectedPnL,AchievedPnL,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
136730.40000000002,88133.60000000002,VeryGood,0.6445794054251437,NEW,75,15,C
136730.40000000002,65824.19999999988,VeryGood,0.48141598321849616,PREV,75,15,C
