ExpectedPnL,AchievedPnL,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
145565.70000000004,90602.90000000001,VeryGood,0.6224192920293589,NEW,75,15,C
145565.70000000004,70047.49999999994,VeryGood,0.48120882839761725,PREV,75,15,C
