ExpectedPnL,AchievedPnL,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
12211,7920.000000000014,VeryGood,0.648595523310168,NEW,75,1,R
9932,9316.299999999996,VeryGood,0.9380084480667692,PREV,75,1,R
