ExpectedPnL,AchievedPnL,TotalTrades,TPSL_Level,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
89397,69857.49999999997,1896,20,VeryGood,0.7814300247419597,NEW,75,15,R
66165,44662.700000000004,1026,40,VeryGood,0.6750200246731354,PREV,75,15,R
