ExpectedPnL,AchievedPnL,TotalTrades,TPSL_Level,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
54178,19519.899999999976,389,70,VeryGood,0.3602919997779685,NEW,125,60,R
29720,9448.69999999998,167,120,VeryGood,0.317923955861628,PREV,125,60,R
