ExpectedPnL,AchievedPnL,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
306113.00000000006,99578.00000000012,VeryGood,0.3252981740973767,NEW,75,1,C
306113.00000000006,-71212.60000000002,VeryBad,-0.2326350072578966,PREV,75,1,C
