ExpectedPnL,AchievedPnL,TotalTrades,TPSL_Level,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
9864,4470.100000000012,529,10,VeryGood,0.45317315031252003,NEW,75,1,R
20402,8083.899999999953,1071,10,VeryGood,0.39623075974791083,PREV,75,1,R
