ExpectedPnL,AchievedPnL,TotalTrades,TPSL_Level,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
13622,4939.799999999987,653,10,VeryGood,0.3626339717909698,NEW,75,1,R
18062,7072.599999999986,909,10,VeryGood,0.3915734669938345,PREV,75,1,R
