ExpectedPnL,AchievedPnL,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
23717,127501.79999999999,VeryGood,5.375966583564672,NEW,75,1,R
19944,149596.4999999999,VeryGood,7.500827278876714,PREV,75,1,R
