ExpectedPnL,AchievedPnL,TotalTrades,TPSL_Level,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
19399,13293.000000000002,902,10,VeryGood,0.6852415037618357,NEW,75,1,R
13252,9848.30000000001,650,10,VeryGood,0.743155744467585,PREV,75,1,R
