ExpectedPnL,AchievedPnL,TotalTrades,TPSL_Level,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
9933,2951.0000000000214,429,10,VeryGood,0.2970905034018898,NEW,75,1,R
16304,6585.499999999993,866,10,VeryGood,0.40391928113395886,PREV,75,1,R
