ExpectedPnL,AchievedPnL,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
48973.79999999993,31866.999999999836,VeryGood,0.6506948600053579,NEW,75,1,C
48973.79999999993,26976.999999999916,VeryGood,0.5508455530286684,PREV,75,1,C
