ExpectedPnL,AchievedPnL,TotalTrades,TPSL_Level,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
54560,46354.09999999995,828,40,VeryGood,0.84959860548094,NEW,75,15,R
55160,40533.79999999997,703,50,VeryGood,0.7348404627722248,PREV,75,15,R
