ExpectedPnL,AchievedPnL,TotalTrades,TPSL_Level,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
83749,65887.5,1955,20,VeryGood,0.786725810712097,NEW,75,15,R
119713,68056.10000000006,2626,20,VeryGood,0.5684938138978279,PREV,75,15,R
