ExpectedPnL,AchievedPnL,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
63028.999999999956,13214.000000000064,VeryGood,0.20964952607585588,NEW,75,1,C
63028.999999999956,17537.20000000003,VeryGood,0.27824017471602003,PREV,75,1,C
