ExpectedPnL,AchievedPnL,TotalTrades,TPSL_Level,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
9504,6571.499999999973,448,10,VeryGood,0.6914456997953917,NEW,75,1,R
16428,9067.599999999966,873,10,VeryGood,0.5519600648164085,PREV,75,1,R
