ExpectedPnL,AchievedPnL,TotalTrades,TPSL_Level,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
68855,43984.000000000015,621,50,VeryGood,0.6387916627132503,NEW,75,60,R
86283,41714.500000000015,771,50,VeryGood,0.48346139971551605,PREV,75,60,R
