ExpectedPnL,AchievedPnL,TotalTrades,TPSL_Level,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
65691,21620.299999999977,749,40,VeryGood,0.32912118809407465,NEW,100,60,R
82302,24538.200000000015,798,40,VeryGood,0.29814828279003164,PREV,100,60,R
