ExpectedPnL,AchievedPnL,TotalTrades,TPSL_Level,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
75832,62170.399999999965,1764,20,VeryGood,0.8198438643055118,NEW,75,15,R
50374,33892.69999999998,683,50,VeryGood,0.6728212953650267,PREV,75,15,R
