ExpectedPnL,AchievedPnL,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
13257,7497.299999999975,VeryGood,0.5655351846908393,NEW,75,1,R
9674,6870.999999999997,VeryGood,0.7102542825071914,PREV,75,1,R
