ExpectedPnL,AchievedPnL,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
52358.89999999999,17082.100000000053,VeryGood,0.3262501688800766,NEW,75,1,C
52358.89999999999,17790.29999999995,VeryGood,0.33977604506630865,PREV,75,1,C
